Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,VAIL PARKING NORTH STATION,75 S Frontage Rd E,,Vail,CO,81657,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.644305,-106.380398,2026-07-08,228955,2026-07-08 03:11:09 UTC,,,,2022-09-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ACPAA,7565 S Peoria St,,Englewood,CO,80112,,888-758-4389,E,,Public - Credit card at all times,24 hours daily,CREDIT Debit,,,,,4,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.579933,-104.846051,2024-11-06,229382,2025-02-12 00:16:32 UTC,P,,,2022-06-03,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,$0.32 per kWh + $5.00 per hour after 9 hrs. (for maximum of $100),,,,,,,,,,false,,,,,,,,LD,false,
ELEC,MIREMONTE CADENCE 2,2555 Joseph Allen Dr,,Fort Collins,CO,80525,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.553194,-105.041244,2026-07-08,229420,2026-07-08 03:07:41 UTC,,,,2022-09-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,GCEA EV STATION CPE250TEST,16171 CO-92,Lake fork Marina,Gunnison,CO,81230,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,38.454933,-107.322105,2026-07-08,229427,2026-07-08 03:09:17 UTC,,,,2022-09-28,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,Curecanti National Recreation Area,,,,false,
ELEC,TOWN OF AVON TOWN HALL 2,100 Mikaela Way,,Avon,CO,81620,,888-758-4389,T,2026-07-08,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.635808,-106.525486,2026-07-08,229486,2026-07-08 03:08:25 UTC,,,,2022-09-29,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,EVTrail HQ,6146 Mountain Brook St,,Colorado Springs,CO,80923,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,1,,,AMPUP,https://ampup.io,200-9,38.921223,-104.698552,2022-10-11,229564,2023-02-14 15:54:11 UTC,P,,,2022-09-15,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,OFFICE_BLDG,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Molly's Spirits,700 Ken Pratt Blvd,,Longmont,CO,80501,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability.,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,6,,,AMPUP,https://ampup.io,200-9,40.15284,-105.104231,2022-10-11,229565,2023-02-14 15:54:11 UTC,P,,,2022-09-15,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,OTHER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,QED - Loveland,9575 E 40th Ave,,Denver,CO,80238,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,4,,,AMPUP,https://ampup.io,200-8,39.77476,-104.87708,2022-11-10,230205,2023-02-14 15:54:11 UTC,P,,,2022-09-15,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Johnson Auto Plaza,12410 E 136th Ave,,Brighton,CO,80601,,,E,,Private,Contact station for hours of availability.,,,,,,1,,,AMPUP,https://ampup.io,200-9,39.942471,-104.842246,2023-08-10,230692,2024-01-31 22:07:01 UTC,P,,,2022-09-15,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Circle Graphics,120 9th Ave,,Longmont,CO,80501,,866-816-7584,E,,Public,24 hours daily,,,,,,4,,,EV Connect,https://www.evconnect.com,GPS,40.176036,-105.095017,2026-07-07,230845,2026-07-07 05:19:27 UTC,,,,2022-09-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CBE Holdings LLC,1650 Coal Creek Dr.,,Lafayette,CO,80026,,866-816-7584,E,,Public,24 hours daily,,,,,,4,,,EV Connect,https://www.evconnect.com,GPS,39.983971,-105.093601,2026-07-07,231009,2026-07-07 05:20:46 UTC,,,,2022-09-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,DC CORRIDOR MCFAST CHARGE 2,1245 Interquest Pkwy,,Colorado Springs,CO,80921,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,38.990423,-104.806011,2026-07-08,231111,2026-07-08 03:11:54 UTC,,,,2022-10-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,DC CORRIDOR MCFAST CHARGE 1,1245 Interquest Pkwy,,Colorado Springs,CO,80921,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,38.990377,-104.806092,2026-07-08,231112,2026-07-08 03:11:54 UTC,,,,2022-10-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Pueblo, CO - Tesla Supercharger",101-149 Richmond Avenue,,Pueblo,CO,81003,,877-798-3752,E,,Public,24 hours daily. NACS partner enabled.,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,38.267192,-104.60956,2026-06-18,231694,2026-06-18 14:46:21 UTC,P,,,2022-09-27,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,true,
ELEC,1050 Walnut,1050 Walnut Street,,Boulder,CO,80302,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,40.0162822,-105.2813814,2026-07-08,232942,2026-07-08 00:24:17 UTC,,,,2016-03-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,false,,,,,,,,,false,
ELEC,VAIL PARKING EAST STATION,75 S Frontage Rd E,,Vail,CO,81657,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.644203,-106.380325,2026-07-08,232953,2026-07-08 03:11:09 UTC,,,,2022-10-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Parachute, CO - Tesla Supercharger",28 Cardinal Way,,Parachute,CO,81635,,877-798-3752,E,,Public,24 hours daily. NACS partner enabled.,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,39.452514,-108.045897,2026-06-18,233043,2026-06-18 14:46:21 UTC,P,,,2022-09-29,,,,,TESLA,US,,,,Public,,public,,,REST_STOP,,,,,,,,,,,,,,,,,false,,,,,,,,LD,true,
ELEC,1401 Lawrence St.,1401 Lawrence Street,,Denver,CO,80202,,888-998-2546,E,,Public,24 hours daily,,,,,,12,,,Blink Network,https://blinkcharging.com,GPS,39.7471181,-104.9988548,2026-07-08,233106,2026-07-08 00:47:15 UTC,,,,2015-08-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.00-$1.00/Hr Variable Parking Fee, $0.15/kWh Energy Fee",,,,,,,,,,false,,,,,,,,,false,
ELEC,LOWER GARAGE 1 STATION 1,1250 Humboldt St,Not Accessible by General Public,Denver,CO,80218,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.736126,-104.96926,2026-07-08,233284,2026-07-08 02:20:52 UTC,,,,2022-10-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,OUR 3 EV CHARGE STATION 2,1400 W 122nd Ave,,Westminster,CO,80234,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.917157,-105.003022,2026-07-08,233307,2026-07-08 03:11:27 UTC,,,,2022-10-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,OUR 3 EV CHARGE STATION 1,1400 W 122nd Ave,,Westminster,CO,80234,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.917223,-105.002915,2026-07-08,233308,2026-07-08 03:11:27 UTC,,,,2022-10-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,OUR 3 EV CHARGE STATION 3,1400 W 122nd Ave,,Westminster,CO,80234,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.917428,-105.003044,2026-07-08,233309,2026-07-08 03:11:27 UTC,,,,2022-10-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Larkridge Shopping Center,16647 Washington St,,Thornton,CO,80023,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com,GPS,39.9975871,-104.9784577,2026-07-07,233318,2026-07-08 00:00:33 UTC,,,,2022-10-12,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,GRAND TIMBER GTL # 1 BLD 1,75 Snowflake Dr,Bld 1,Breckenridge,CO,80424,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.47598,-106.05329,2026-07-08,233483,2026-07-08 03:12:15 UTC,,,,2022-10-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,17TH ST PLAZA P1 EV STATION,1225 17th St,P1 Level,Denver,CO,80202,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.750284,-104.995227,2026-07-08,233490,2026-07-08 03:12:27 UTC,,,,2022-10-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,RRAG STATION 2,2162 Highway 6 and 50,,Grand Junction,CO,81505,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,39.11486,-108.65301,2026-07-08,233506,2026-07-08 03:12:46 UTC,,,,2022-10-14,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,RRAG HYUNDAI STATION,2154 US-50,,Grand Junction,CO,81505,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,39.11486,-108.653008,2026-07-08,233507,2026-07-08 03:12:46 UTC,,,,2022-10-14,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MAA PROMENADE STATION 3,Westminster Blvd,,Westminster,CO,80020,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.892651,-105.072894,2026-07-08,234468,2026-07-08 01:52:30 UTC,,,,2022-10-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,C LEVEL 1 STATION 1,120 Offerson Rd,,Beaver Creek,CO,81620,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.607917,-106.517623,2026-07-08,234728,2026-07-08 03:12:29 UTC,,,,2022-10-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,The Gunnison Inn at Dos Rios,37478 US-50,,Gunnison,CO,81230,,970-641-1650,E,,Public,24 hours daily; guest use only,,,,,,1,,,Non-Networked,,GPS,38.5266184145654,-106.963155729123,2024-11-06,235385,2025-02-12 00:16:32 UTC,P,,,2022-10-26,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Vectra Bank Denver,7222 East Layton Ave Denver,,Denver,CO,80237,,855-223-5351,E,,Public,24 hours daily,A D M V,,,,,8,,,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,GPS,39.62696601218587,-104.90451380610469,2026-07-08,235388,2026-07-08 05:36:21 UTC,,,,2022-06-20,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Natural Grocers Brighton,903 South 8th Avenue,,Brighton,CO,80601,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,39.9721409,-104.81252,2026-07-08,235414,2026-07-08 00:47:30 UTC,,,,2022-06-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.90-$2.00/Hr Variable Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,COTTAGE CAMP COTTAGE CAMP EV,200 W Baseline Rd,Front of Building,Lafayette,CO,80026,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.000055,-105.092652,2026-07-08,235447,2026-07-08 03:13:29 UTC,,,,2022-10-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,VIBE VIBE,3701 Le Fever Dr,,Fort Collins,CO,80528,,888-758-4389,E,,Public,Mon: 8:00am-5:00pm; Tue: 8:00am-5:00pm; Wed: 8:00am-5:00pm; Thu: 8:00am-5:00pm; Fri: 8:00am-5:00pm; Sat: 8:00am-5:00pm; Sun: 8:00am-5:00pm,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.518548,-105.008977,2026-07-08,235531,2026-07-08 01:43:51 UTC,,,,2022-11-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ECG COUNTY BLDG 2,551 Broadway St,,Eagle,CO,81631,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.651953,-106.828357,2026-07-08,235532,2026-07-08 01:55:20 UTC,,,,2022-11-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MAINSPRING 4500 BROADWAY,4500 Broadway,Prodigy Coffeehouse,Denver,CO,80216,,888-758-4389,T,2026-06-13,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.77848,-104.987296,2026-07-08,235615,2026-07-08 03:12:31 UTC,,,,2022-11-03,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BROWNSTONES STATION 2,16851 Palisade Loop,,Broomfield,CO,80023,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.003533,-104.996928,2026-07-08,235640,2026-07-08 02:55:44 UTC,,,,2022-11-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BROWNSTONES STATION 1,16891 Palisade Loop,,Broomfield,CO,80023,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.003857,-104.995046,2026-07-08,235641,2026-07-08 02:56:36 UTC,,,,2022-11-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BROWNSTONES STATION 3,16859 Palisade Loop,,Broomfield,CO,80023,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.00351,-104.998342,2026-07-08,235642,2026-07-08 02:57:07 UTC,,,,2022-11-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,NORTHERN WATER EVCS-1F,220 Water Avenue,"South Lot, NE of Building F",Berthoud,CO,80513,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.321609,-105.076844,2026-07-08,235661,2026-07-08 03:13:52 UTC,,,,2022-11-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CDPHE BLDG B DC1,700 S Ash St,-Charger is located on south side of building,Denver,CO,80246,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,39.703964,-104.937467,2026-07-08,235871,2026-07-08 03:14:17 UTC,,,,2022-11-09,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ATWELL SUITES ATWELL EV4,18350 E 65th Ave,Front of Building,Denver,CO,80249,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.814133,-104.774052,2026-07-08,235949,2026-07-08 03:06:24 UTC,,,,2022-11-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ATWELL SUITES ATWELL EV2,18350 E 65th Ave,Front of Building,Denver,CO,80249,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.814162,-104.774184,2026-07-08,235951,2026-07-08 03:06:26 UTC,,,,2022-11-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ATWELL SUITES ATWELL EV1,18350 E 65th Ave,Front of Building,Denver,CO,80249,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.814277,-104.774138,2026-07-08,235952,2026-07-08 03:06:26 UTC,,,,2022-11-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BROOKFIELD WEST 1801 CAL 1&2,1801 California St,,Denver,CO,80202,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.748197,-104.989718,2026-07-08,235970,2026-07-08 03:14:14 UTC,,,,2022-11-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BROOKFIELD WEST 1801 CAL 1,1801 California St,,Denver,CO,80202,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.748197,-104.989774,2026-07-08,235973,2026-07-08 03:14:19 UTC,,,,2022-11-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,YMCA of the Rockies - Snow Mountain Ranch,1101 Co Rd 53,,Granby,CO,80446,,970-887-2152,E,,Public - Call ahead,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,39.9880400092742,-105.925985569968,2024-11-06,236060,2025-02-12 00:16:32 UTC,P,,,2022-11-08,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,PARKING_LOT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Winter Park Resort - B Lot,580 Winter Park Dr,,Winter Park,CO,80482,,970-726-5514,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,8,,,Non-Networked,,GPS,39.884557584855,-105.760420033283,2024-11-06,236061,2025-02-12 00:16:32 UTC,P,,,2022-11-08,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Village Parking Garage,200 Nystrom Ln,,Parshall,CO,80468,,970-726-5514,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,6,,,Non-Networked,,GPS,39.8840089922073,-105.762657534672,2024-11-06,236062,2025-02-12 00:16:32 UTC,P,,,2022-11-08,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Howling Cow Café,5821 W Co Rd 54E,,Bellvue,CO,80512,,970-980-9560,E,,Public - Credit card at all times,24 hours daily; for customers only,A D Debit M V,,,,,2,,,Non-Networked,,GPS,40.6481083690335,-105.182678804788,2024-12-10,236063,2025-02-12 00:16:32 UTC,P,,,2022-11-08,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Ken Garff Ford Ft. Collins,4809 S College Ave,,Fort Collins,CO,80525,,970-829-3700,E,,Public - Credit card at all times,24 hours daily; service use only,A D Debit M V,,,,,1,,,Non-Networked,,GPS,40.5201445497326,-105.078013214689,2024-11-06,236064,2025-02-12 00:16:32 UTC,P,,,2022-11-08,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,CAR_DEALER,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Days Inn Greeley,5630 W 10th St,,Greeley,CO,80634,,970-573-6876,E,,Public - Call ahead,24 hours daily; for guests only,A D Debit M V,,,,,1,,,Non-Networked,,GPS,40.4208896861049,-104.77212353989,2024-11-06,236067,2025-02-12 00:16:32 UTC,P,,,2022-11-08,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Hensel Phelps,420 6th Ave,,Greeley,CO,80631,,970-352-6565,E,,Private - Fleet customers only,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,40.4294780811897,-104.685767710155,2024-01-09,236068,2024-01-31 22:07:01 UTC,P,,,2022-11-08,,,,,J1772,US,,,,Privé - Réservé aux clients de parcs,,private,FLEET,,PARKING_LOT,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Fowler Kia of Longmont,10258 E I-25 Frontage Rd,,Longmont,CO,80504,,303-532-8500,T,2025-05-04,TEMPORARILY UNAVAILABLE (Public - Call ahead),24 hours daily,A D Debit M V,,,,,,1,,Non-Networked,,GPS,40.1496774102584,-104.978512358823,2024-12-10,236069,2025-02-12 00:16:32 UTC,P,,,2022-11-08,,,,,CHADEMO J1772COMBO,US,,,,TEMPORAIREMENT SUSPENDU (Public - Appeler à l'avance),,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,DVA 3RD FLOOR DAVITA 5,2000 16th St,Garage Level 3,Denver,CO,80202,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.753501,-105.004113,2026-07-08,236219,2026-07-08 03:07:10 UTC,,,,2022-11-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,DVA 3RD FLOOR DAVITA 4,2000 16th St,Garage Level 3,Denver,CO,80202,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.753451,-105.00411,2026-07-08,236220,2026-07-08 03:07:10 UTC,,,,2022-11-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,DVA 3RD FLOOR DAVITA 6,2000 16th St,Garage Level 3,Denver,CO,80202,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.753005,-105.004357,2026-07-08,236230,2026-07-08 03:13:27 UTC,,,,2022-11-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,DVA 3RD FLOOR DAVITA 7,2000 16th St,Garage Level 3,Denver,CO,80202,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.75364,-105.004105,2026-07-08,236231,2026-07-08 03:13:27 UTC,,,,2022-11-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Ramada by Wyndham Frisco,990 Lakepoint Drive,,Frisco,CO,80443,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,https://blinkcharging.com,GPS,39.5915179,-106.0936414,2026-07-08,236274,2026-07-08 00:49:03 UTC,,,,2022-09-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00/Hr Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,CCD CHARGING FIREHSE PUBLIC,1401 W 13th Ave,"Parking lot, near entrance",Denver,CO,80204,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.747903,-105.002156,2026-07-08,236683,2026-07-08 03:13:53 UTC,,,,2022-11-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,FRISCO 99 S 3RD AVE 2,99s 3rd Ave,,Frisco,CO,80443,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.574924,-106.098962,2026-07-08,236925,2026-07-08 03:14:16 UTC,,,,2022-12-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
